ID,SPEAKER,TEXT,LING_FEATURES,t5_summary,flan_t5_summary
T723,A,"It didn't appear. He had to have the leash, because the dog was not in the camera, not in the surveillance. He wasn't in the surveillance camera, but the dog is there because you see him running. You see him running.","uncertainty_hedge, disfluency_repeat","the dog wasn't in the camera, not in the surveillance . the dog is there because you see him running .","He had to have the leash, because the dog was not in the camera, not in the surveillance camera."
T723,Q,I guess --,"disfluency_gen, uncertainty_hedge",bob greene: i guess -- I guess -- it's a good thing . he says he's right -- i'm not sure if that's true .,"I guess, I guess, I guess, I guess, I guess, I guess, I guess, I guess."
T723,A,"I don't know what's going on. Am I getting back — back noise? He was running down the hallway with the dog, so we know the dog is there, but the camera, surveillance camera doesn't cover the entire view of the corridor. For some reason this is two to three feet from the ground up, so you don't see the dog and that's why you don't see the dog in the photos, but you see the dog in the video until he's out of the -- out of the video screen.",disfluency_repeat,"the dog was running down the hallway with the dog, so we know the dog is there . for some reason this is two to three feet from ground up, so you don't see the dog .",I don't know what's going on. Am I getting back ... back noise?
T723,Q,"I understand that. I guess what I am trying to get from you is whether, if you know, the dog, if the dog leash was ever out of Deputy Thompson's hands? And if you don't know, that's fine too.","cond_real, uncertainty_hedge","bob greene: if the dog leash was ever out of Deputy Thompson's hands, that's fine too . he says if he doesn't know, he'd be fine with that .","I understand that. I guess what I am trying to get from you is whether, if you know, the dog, if the dog leash was ever out of Deputy Thompson's hands?"
T723,A,"Oh, I don't know.",uncertainty_hedge,"oh, i don't know, but i'm not sure what you mean .","I don't know, I don't know, I don't know, I don't know, I don't know."
T723,Q,"Okay. You're not claiming that the dog was instructed to bite you, are you?",,"bob greene: you're not claiming that the dog was instructed to bite you . he says the dog isn't telling you to bite the dog, is it? greene says that's not true .",You're not claiming that the dog was instructed to bite you. You're claiming that the dog was instructed to bite you.
T723,A,No.,,n îüü  â âî .,"(iii) The jury convicted the defendants of trespassing and obstruction of justice, obstruction of justice, and obstruction of justice."
T723,Q,Did Deputy Thompson handcuff you?,,"Deputy Thompson handcuff you? if so, he's a spokesman for you .","Deputy Thompson, a spokesman for the U.S. Department of Homeland Security, was questioned by a federal grand jury on Thursday about a fugitive who was handcuffed by a police officer."
T723,A,"I -- I don't know, I was facedown.","uncertainty_hedge, disfluency_repeat","I -- I don't know, I was facedown . bob greene: i was face-down.","I don't know, I was facedown. I don't know, I was facedown."
T723,Q,And what's your recollection of how many times you were bitten by the dog?,,recollect how many times you've been bitten by the dog . and what's your recollection of the dog bites?,"You've been bitten by a dog, and you've been bitten by a dog. You've been bitten by a dog, and you've been bitten by a dog."
T723,A,"He was biting at my leg and he bit my hand the one time and then -- and then the other officers got there, they were grabbing my hand and arms, bending my arms behind my back, so I don't know after that point. There was additional officers that were on the scene now. Where the excessive force is, is that Deputy Thompson had control of me down on the ground. He could have called off the dog, no pun intended, off the dogs that were running down on me, which was about six, six or seven deputies and he didn't do any of that.","uncertainty_hedge, disfluency_repeat, temp, cond_unreal","Deputy Thompson had control of me down on the ground . he could have called off the dogs that were running down on me, no pun intended .","I don't know after that point where he bit my hand and then the other officers got there, they were grabbing my hand and arms behind my back, so I don't know after that point."
T723,Q,"Just to clarify, when you say call off the dogs, you're not talking about the narcotic dog, you're talking about the other deputies?",,"when you say call off the dogs, you're not talking about the narcotic dog, but about the other deputies?","You're not talking about the narcotic dog, you're talking about the other deputies."
T723,A,That's correct.,,"correct, that's correct. i'm not sure if it's a mistake or a misunderstanding.",I'm not going to say that. I'm going to say that. I'm going to say that. I'm going to say that.
T723,Q,Okay.,,Okay. I'm not sure if it's a good idea to take a look at it .,I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry.
T723,A,"They were running, they ran down the hall. It's in the video. And basically they ran down on the hall out of control, jumping on me and doing whatever. I don't know who had my arms or who didn't have my arms, but there was six officers on top of me because they're on the screen, there's nowhere else they could be but on the top of me, because the camera has a full view of the room, of the hallway, excuse me, the four foot wide hallway, except for two to three feet, so everybody had to be on top of me at some part of my body.","uncertainty_hedge, disfluency_correction","six officers were on top of me because the camera has a full view of the room . they ran down the hall out of control, jumping on me and doing whatever . the video shows the officers jumping on the top of my body .","I don't know who had my arms or who didn't have my arms, but there was six officers on top of me because they're on the screen, there's nowhere else they could be but on the top of me"
T723,Q,Okay. The next person that I want to talk about is Sergeant Biegaj,,"Sergeant Biegaj is the next person that i want to talk about . he's a sgt. biegaj, who is also a sergeant .","Sergeant Biegaj, I'm going to talk to you about this. I'm going to talk to you about this. I'm going to talk about this."
T723,A,That's correct. Yeah.,,yes. Yes. Yeah. I'm a big fan of the tv show 'em all.,That's right. That's right. That's right. That's right.
T723,Q,Can you describe for me what he did?,,can you describe for me what he did? he was able to do a lot of things that he didn't want to do.,He pleaded guilty to a misdemeanor misdemeanor misdemeanor misdemeanor misdemeanor misdemeanor.
T723,A,"Well, just from reviewing the video, and this is how I can recollect, that he came — he was the first officer to arrive after Deputy Thompson and he went down on his knees on my back and one of his knees must have struck the floor.","disfluency_correction, uncertainty_hedge",one of Deputy Thompson's knees must have struck the floor . he was the first officer to arrive and he went down on his knees on my back .,Deputy Thompson was the first officer to arrive after Deputy Thompson and he went down on his knees on my back and one of his knees must have struck the floor.
T723,Q,"Went down on his knees, did you say on your back?",,"did you say on your back? he sat down on his knees, did he say on his back?","He said he went down on his knees, did you say on your back? He said he went down on his knees"
T723,A,Yes.,,"Yes. I'm not sure if it's a good thing, but if not, then it is a bad thing.",Is there any evidence that he is a convicted felon? Is there any evidence that he is a convicted felon? Is there any evidence that he is a felon?
T723,Q,Do you know which of his knees was on your back or was it both?,,do you know which of his knees was on your back . or was it both?,"Both knees were on your back, according to the witness, and both knees were on your back, the witness said."
T723,A,"I was facedown, I don't know. I am only going by with the film, what's in the film and on the film. He was jumping. You could see he was jumping and then a couple minutes later, a couple seconds, not minutes, a couple seconds later he's -- he's hopping around down the hallway supposedly with some type of injury from -- from falling on his knee .","uncertainty_hedge, disfluency_repeat, disfluency_correction",bob greene: you could see he was jumping and then a couple minutes later he's hopping around down the hallway . he is supposedly with some type of injury from falling on his knee .,"I was facedown, I don't know. I am only going by with the film, what's in the film and on the film and on the film. He was jumping."
T723,Q,Okay. And you were facedown when this occurred; is that right?,,"you were facedown when this occurred, is that right? it's a good thing you're not facedown .","You were facedown when this occurred, is that right? - No, it's not."
T723,A,That is correct.,,That is correct. I think it is a good thing that it is not a bad thing to do.,It is a good thing that you are able to get a lawyer to come to your home.
T723,Q,Okay. And so how was it that you know that it was Sergeant Biegaj who did this?,,sgt. biegaj: how was it that you know that it was Sergeant Biegaj who did this?,Sergeant Biegaj was a member of the U.S. Air Force and a member of the Joint Chiefs of Staff and a member of the United States Air Force.
T723,A,"The film. I watched the video. I put together twelve felony complaints and I submitted it to the district attorney's office of what they did, because I was already in the prone position and he certainly wasn't reaching down to handcuff me. He was -- he's jumping down. You can see he's running down on me.",disfluency_correction,bob greene says he put together 12 felony complaints and submitted it to the district attorney's office . greene: he was already in the prone position and he wasn't reaching down to handcuff me . he says you can see he's running down on me.,"I watched the video. I put together twelve felony complaints and I submitted it to the district attorney's office of what they did, because I was already in the prone position and he certainly wasn't reaching..."
T723,Q,"Did you know Sergeant Biegaj before March 9, 2018?",temp,"Sergeant Biegaj was last seen on march 9, 2018 . did you know him before that date?","Sergeant Biegaj was convicted of armed robbery and obstruction of justice on March 9, 2018."
T723,A,I certainly did.,,", .  () ; ();","I certainly did, I certainly did, I certainly did, I certainly did, I certainly did."
T723,Q,"What about Deputy Thompson, did you know him before the date of this incident?",temp,"Deputy Thompson, did you know him before the date of this incident . he was a spokesman for the fbi .",Deputy Thompson was a convicted felon who was sentenced to life in prison for felony robbery and obstruction of justice.
T723,A,Deputy who?,,"Deputy tony blair: who's the Deputy? he says he's a good man, but not a bad person .",Deputy Chief of Staff of the United States Department of Homeland Security (DHS) Deputy Chief of Staff of the Department of Homeland Security (DHS)
T723,Q,Thompson.,,"Thompson, J.D., et al., 1997. Thompson, D.A., 1998.",A jury convicted a man of raping a woman in a racially aggravated assault.
T723,A,Did not. Never interacted with Deputy Thompson.,,Deputy Thompson never interacted with him . he was not a member of the senate .,"Did not interacted with Deputy Thompson, a spokesman for the DA's office."
T723,Q,And have you described everything that Sergeant Biegaj did that you claim was excessive force ?,,have you described everything that Sergeant Biegaj did that you claim was excessive force ?,You have described everything that Sergeant Biegaj did that you claim was excessive force .
T723,A,"Yeah, he put his knee on my back when I was in a prone position.",,he put his knee on my back when i was in a prone position .,"Yeah, he put his knee on my back when I was in a prone position."
T723,Q,Your complaint then says that Deputy Shawn Wilson and Sergeant Dee grabbed your hands and arms and were bending and twisting them in an abnormal fashion; is that accurate?,,complaint says Deputy Shawn Wilson and Sergeant Dee bent and twisted your hands . is that accurate?,Deputy Shawn Wilson and Sergeant Dee grabbed your hands and arms and were bending them in an abnormal fashion
T723,A,Yeah.,,Yeah. I'm a big fan of the '90s '80s .,I'm a big fan of this movie. I'm a big fan of this movie.
T723,Q,"Okay. Did you know Deputy Wilson and Sergeant Dee before the date of this accident — or excuse, me incident?",disfluency_correction,"did you know Deputy Wilson and Sergeant Dee before the date of this accident — or excuse, me incident?",Deputy Wilson and Sergeant Dee were injured in a car crash in the early hours of Sunday morning.
T723,A,"I knew Seargeant Dee. I also knew Deputy Wilson, but no interaction. But I had interactions with Sergeant Dee.",,"heidi schlumpf: I knew Sergeant Dee, knew Deputy Wilson, but no interaction . sheimpf: but I had interactions with sgt. Dee.","I knew Seargeant Dee, Deputy Wilson, and Deputy Wilson, but no interaction with Sergeant Dee."
T723,Q,"Okay, can you break it down for me between those two individuals, who did what?",,bob greene: can you break it down for me between those two individuals? he asks: who did what?,Defended the plaintiff in a wrongful death lawsuit against the plaintiff in a wrongful death lawsuit against the plaintiff in a wrongful death lawsuit.
T723,A,"I was facedown. They were — they were part of the report, the report that I read for the disturbance. They were saying that they were grabbing my arms. Only takes about, if you're in a prone position and your hands are behind the back, you only need to put the handcuffs on, it takes about five seconds to put the handcuffs on you and then pick you up. I was down on the ground for a minute, 20 seconds facing down.","temp, uncertainty_hedge, disfluency_repeat","a disturbance report said that they were grabbing my arms . i was down on the ground for a minute, 20 seconds facing down .","I was facedown. They were — they were part of the report, the report that I read for the disturbance. They were saying that they were grabbing my arms."
T723,Q,What report ar you talking about?,,"what report are you talking about? if you're not sure what report is yours, please click here .",A federal judge has ruled that a convicted drug trafficker is guilty of drug trafficking and obstruction of justice.
T723,A,I'm sorry?,uncertainty_hedge,"I'm sorry to hear about this, but it's been a while since I've posted .","I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry"
T723,Q,What report are you talking about? You said that it was in the report?,,what report are you talking about? you said that it was in the report? what do you think?,I said that it was in the report. I said that it was in the report. I said that it was in the report.
T723,A,"The — Sergeant Smaziak, he's the investigative reporter, he did a report on — on each one person and who grabbed what and how they grabbed my arms and, you know, how they picked me up. It was in -- it's in his report. ","disfluency_repeat, disfluency_correction",smaziak: he did a report on each one person and who grabbed my arms . he says it's in his report on — on how they picked me up .,"Sergeant Smaziak, he's the investigative reporter, he did a report on — on each one person and who grabbed what and how they grabbed my arms and, you know, how they picked me up."
T723,Q,"Are you talking about the Erie County Sherrif's Office Inmate -- or excuse me, Incident Report?",disfluency_correction,"bob greene: are you talking about the Erie County Sherrif's Office Inmate -- or excuse me, Incident Report? he asks .","Erie County Sherrif's Office Inmate -- or excuse me, Incident Report?"
T723,A,"It's an incident report, yeah. I mean, again, like I said, I don't have that in front of me —","uncertainty_hedge, disfluency_correction","bob greene: it's an incident report, yeah. I don't have that in front of me . he says the incident report is a good thing, but it doesn't come as a surprise . greene says he didn't get a report of the incident.","I don't have that in front of me, I don't have that in front of me."
T723,Q,I understand.,,": i'm sure you're right, but i don't think so .",I understand. I understand. I understand. I understand. I understand. I understand. I understand. I understand.
T723,A,-- but I know that Seargeant Smaziak put it together,,"seargeant smaziak: i know that he put it together, but i don't know what he's talking about . he says it's a great piece, but I'm not sure if that's the case .","I know that Seargeant Smaziak put it together, but I know that Seargeant Smaziak put it together."
T723,Q,"All right. And does -- well, strike that. Can you describe for me what Shawn Wilson did that twisted your arms in an abnormal fashion?",disfluency_correction,"bob greene: what did Shawn Wilson do that twisted your arms in an abnormal fashion? he asks . he says it's a good thing he didn't twist his arms, but he did it anyway .","Shawn Wilson twisted your arms in an abnormal fashion, according to a witness, according to Shawn Wilson."
T723,A,"Again, the handcuffs were — were not put on me right away, then they put them on me, okay, and then they said take them off, put them on the other way. So not only did they put the handcuffs on me, but they twisted the arms around, okay, and did them the opposite direction bending my shoulders back, which forces you in another position. Now, while this is all happening, they're on top of me, and if you can picture this, okay, because I'll never forget it, is that you're in a prone position, you're down and there's about six guys who weigh about 200 plus, 220 pounds each on average, and I can't breath while this is all happening, and I know what they're doing and I am saying, I can't breath, I can't breath, you have got to get off of me, okay, and they're doing this and they put the handcuffs on and I hear someone say, take them off, put them on again, put them on the opposite way, and that's what they did, they put them on the opposite way. That's how I ended up with the markings on the opposite side of my wrists.","disfluency_repeat, uncertainty_hedge, temp, cond_real","the handcuffs were not put on me right away, then they put them on me the other way . they twisted my arms around, and did them the opposite direction bending my shoulders back . while this is all happening, they're on top of me, and i can't breath .","I was in a prone position, and I can't breathe while this is all happening, and I know what they're doing and I am saying, I can't breath, I can't breath, you have got to get off of me, okay, and they put the handcuffs on and I hear someone say, take them off, put them on again, put them on the opposite way, and that's what they did, they put them on the opposite way, and that's what I ended up with the markings on the opposite side of my wrists."
T723,Q,"What do you mean, put them on the opposite way?",,"what do you mean, put them on the opposite way? i'm not sure what you mean by that.",Put them on the opposite side of each other. Then you'll have to put them on the opposite side of each other.
T723,A,"Well, if your hands are behind your back in a normal position, your palms will be facing out in a normal, behind you. If you put your hands behind your back, you'll see what I am talking about. Put — why don't you try it.","cond_real, uncertainty_hedge, disfluency_correction","if you put your hands behind your back in a normal position, you'll see what i am talking about . if your palms are facing out, your hands will be facing out .","If you put your hands behind your back, your palms will be facing out in a normal, behind you position."
T723,Q,"No, thank you.",,": no, thank you . : thank you for your time and your support .",I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry.
T723,A,"Put your ,— you don't want to, okay, yeah, because it's uncomfortable.","uncertainty_hedge, disfluency_correction","put your ,— you don't want to, okay, yeah, because it's uncomfortable.","You don't want to, okay, yeah, because it's uncomfortable. You don't want to, okay, yeah, because it's uncomfortable."
T723,Q,I understand what you're saying.,,"i understand what you're saying, dr. edward mccaffery .",I understand what you're saying. I understand what you're saying. I understand what you're saying.
T723,A,"Now — now I want you, if you could do it, put your hands, now your hands are against your back, your palms are now not out anymore, facing out, they're facing in. That's means they're reversed, okay, that's what I'm talking about. So they reversed the hands and the arms. They twisted them out. They twisted them around.","cond_real, disfluency_repeat, disfluency_correction","bob greene: now your hands are against your back, your palms are facing in . he says they reversed the hands and the arms. they twisted them around . greene says it's a good idea to reverse your hands and arms if you can .",So they reversed the hands and the arms. They twisted them out. They twisted them around.
T723,Q,"Okay, so did they remove all the handcuffs and then the reapplication, did that occur in that minute and a half that you said that you were on the ground?",temp,did they remove all the handcuffs and then the reapplication? did that occur in that minute and a half that you said that you were on the ground?,"Did they remove all the handcuffs and then the reapplication, did that occur in that minute and a half that you said that you were on the ground?"
T723,A,That is correct.,,That is correct. I think it is a good thing that it is not a bad thing to do.,It is a good thing that you are able to get a lawyer to come to your home.
T8206,Q,"Did anybody advise you other than legal counsel, and I'm not asking if legal counsel advised you, but did anybody tell you that there can't be a five-year non-compete in North Carolina if it's —",disfluency_gen,"bob greene: did anybody advise you other than legal counsel? he asks: did anyone tell you that there can't be a five-year non-compete in North Carolina if it's — five years? greene says he's not asking if legal counsel advised you, but did anybody tell you?","I'm not asking if legal counsel advised you, but did anybody tell you that there can't be a five-year non-compete in North Carolina if it's"
T8206,A,"No, not -- not -- not that I recall in any way, shape, form, or fashion. I think as I was doing some of that stuff and then you Google it like your website says North Carolina doesn't recognize a five-year non-compete. So, you know, I mean a lot of those websites, you know, that's pretty out there, right? I mean that's on your website that North Carolina doesn't recognize a five-year non-compete. And so, I mean that was pretty much out there. And we -- I had a discussion with Brad, you know. He and I had a discussion just like you and I are talking. But I will tell you, you know, with all due respect I would have signed a ten-year non-compete. I had no interest in going back in this business. I mean I -- when I exited, Ken --
","uncertainty_hedge, cond_unreal, disfluency_correction","bob greene says he would have signed a ten-year non-compete . he says when he exited, he had no interest in going back in this business . greene: if he'd been in the business for a long time he wouldn't have done it .",I had no interest in going back in this business. I had no interest in going back in this business when I exited.
T8206,Q,"You still really don't have an interest in going into business, do you?",,"you really don't have an interest in going into business, do you? if you do, you'll be able to sell your business to someone else .","I don't have any interest in going into business, I just don't have any interest in going into business."
T8206,A,"I do not, Ken. I mean look, you know, I built a company that I'm proud of with a lot of people that helped me get there that need these jobs. I'm very close to the customer base. These are people that invested in me because they believed in where we were going. I sold the company. It's not worked out so well. I feel responsible for that whether you — whether everybody likes it or not. I'm built a little differently. I feel a responsibility to people that are calling me say man, what the heck, you know, we trusted -- and so, to some degree I feel pretty responsible for that. You know, these are people that I sat down with and said do business with me and this is why. And they put lock, stock, and barrel with me. And so, I would have been ecstatic if this thing would have exploded and took off. I mean hallelujah. By the way, if he would have tripled it, Christmas card, right. I mean look, there's people that can run this thing a lot better than me. I do believe that, by the way. I mean I absolutely believe that. So, I don't -- I have no desire today to go out and -- and develop an air filter company to compete with a company that I built. I will also tell you today because, you know, in complete transparency I think if I do that, I will crush them because I'll build a low overhead disruption model with less plants, highly automation led by me with customers, vendors, and employees. I mean what do I think. I mean, Ken, I think I'll take hundreds of employees from them. Haven't talked to anybody. I've honored my non-compete through and through and through and through, right? And so to that degree, you know, I have a phenomenal relationship. We talk soccer, we talk golf, we don't talk -- and part of that is because, you know, I had a genuine relationship. It wasn't that I was using a customer, vendor, or employee. I really was close to these guys. And -- but I've honored my non-compete and I’d be happy today to -- to cease and desist. I mean obviously that's not going to happen and that's okay. But that's -- that's just real straight talk. I think I've gone above and beyond. I think this shows I went above and beyond, you know. And, you know, I'm telling you I was personally attacked, my companies were personally attacked, my two key guys were personally. People within the company that they  thought were aligned with me were personally attacked. I think we can prove all that. There were comments made about me and my guys within the company, you know, right. So, look, I can rise above all that. I mean I -- here's the one thing I'll tell you about air filtration as Miles Bragg said and Miles said, Harry, you were such a force in this industry I think this guy don't like being in your shadow because he heard my name all the time. I get that. What he's going to find out is I'm a pretty humble guy. I'm not going to tell you I was always a pretty humble guy. You know, when I first got in, you know, I was pretty tough. But as I matured, you know, I also realized what leadership was more about. I made a lot of mistakes in my career and there's a lot of them I wish I could undo. But I got no desire today but to -- my number one desire would be to help Phil Whitaker despite his angst toward me to be successful. And I can -- and I think my actions will prove that. So, that's it in a nutshell, you know. That's complete transparency. I would cease and desist today, Ken.","uncertainty_hedge, cond_real, cond_unreal, disfluency_repeat, disfluency_correction, temp","john sutter: i have no desire today to develop an air filter company to compete with a company that I built . he says if i do that, i will crush them because i'll build a low overhead disruption model with less plants . but he said he'd be happy today to cease and desist, if that's the case, because he has a genuine relationship .","Ken, I have no desire today to go out and develop an air filter company to compete with a company that I built."
T8206,Q,"So, you would drop this Declaratory Judgment Action if Flanders would consult with you and take your advice?",cond_real,you would drop this Declaratory Judgment Action if Flanders would consult with you and take your advice?,"So, you would drop this Declaratory Judgment Action if Flanders would consult with you and take your advice?"
T8206,A,"I don't know that they've got to take my advice because I don't think that's fair. I mean I wouldn't say if you guys don't listen to me, I'm going to start back because I mean I don't think that's a fair conversation. What I am telling you is, you know, is I've offered to help and I think I can, right? So, if they take a look at the current performance, I think some of those guys would say this thing ain't working. And right? And so if everybody will take their egos out, I'm willing to come back in a very humble manner and say let me explain to you what you've got going on in retail, wholesale, ARW, high purity where you have strategic advantage at, right? You know, how your model and this model don't line up, right? Probably the actions that I would take if I was CEO and then I would try to quantify those actions on what I think they'll get from a performance standpoint. So, maybe it would be a quantification on things that I would do. But there's, you know, I would take it on a different model and I think you will see the model they've got now is not working. So, I think that would prove out. But I'm not say they've got to take my advice. I think when I gave them the roadmap, I genuinely believe they'd say right. The other thing is there is an immediate calming; customers, vendors, and employees, right.","uncertainty_hedge, cond_unreal","donna brazile: if you guys don't listen to me, I'm going to start back . she says when i gave them the roadmap, I genuinely believe they'd say right . but there is an immediate calming; customers, vendors, and employees, she says . bellini: i'm willing to come back in a very humble manner and say let me explain .",I don't know that they've got to take my advice because I don't think that's fair.
T831,Q,"When you say, ""when I got it."" Are you talking about -- ",disfluency_gen,"bob greene: when you say, ""when I got it,"" are you talking about -- when you got it? he says you're talking about when -- when he got it. greene says he's talking about ""when i got it.""","When you say, ""when I got it."" are you talking about a person who was born in the first place?"
T831,A,"CEO. When I got control of the company and could put the company in the position that I wanted to, right? And, really, I had a carte blanche opportunity, because the company was in trouble. So, you know, the Board basically said, help. And so, you know, I was able to enact my plan without -- without a lot of -- I won't tell you it was zero respect. Now, as a part of the process, when I became CEO, you know, myself and Robert Amerson bought the ex-CEO out. So we went to him and we bought his stock out. It was a $7 million transaction. I bought $3.5 million. He bought $3.5 million.","uncertainty_hedge, disfluency_repeat, disfluency_correction, temp","bob greene: when i became CEO, I had a carte blanche opportunity . he says he was able to enact his plan without a lot of respect from the board . when he became chief executive officer, he bought the ex-CEO out . greene says it was a $7 million transaction; he got $3.5 million .","I was able to put the company in the position that I wanted to, and, really, I had a carte blanche opportunity, because the company was in trouble."
T831,Q,"""He"" being Robert Amerson?",,"""He"" being Robert Amerson? ""he"" being ""Robert Amerson?""","Robert Amerson, Jr., is a former American football quarterback who played for the New Orleans Saints of the National Football League (NFL)."
T831,A,"Robert Amerson, correct. This was the time when you could go to the bank and borrow money you shouldn't borrow. And so I collateralized my whole $3.5 million with the stock. So I would say that I was all in. And then subsequently, you know, as we got into the company, I realized the balance.","temp, uncertainty_gen, cond_unreal","amerson: collateralized $3.5 million with the stock . he says as we got into the company, he realized the balance .",Robert Amerson is a lawyer who has been in the business for more than 30 years. He is a former banker and a former stockbroker. He is a former investment banker.
T831,Q,And let me go back though.,,heidi klum: i'm not sure if that's a good thing or not .,"And let me go back, but let me go back, but let me go back, but let me go back, but let me go back, but let me go back."
T831,A,Sure,,"Sure, it’s a good thing. Sure, there’s nothing wrong with that.","I don't know if I'm going to be able to make it to the finals, but I'm not going to be able to."
T831,Q,I just wanted to make sure I got those numbers right. You said when you took over as CEO the company was worth?,"uncertainty_hedge, temp",bob greene: i just wanted to make sure i got those numbers right . he says when he took over as CEO the company was worth a lot of money . greene says he's a big believer in the power of numbers .,I just wanted to make sure I got those numbers right. I just wanted to make sure I got those numbers right.
T831,A,"I think the company revenue-wise -- I'm pretty close to this -- was about 165 million. When I exited, we were on a 325 run rate, 325 million.","uncertainty_hedge, temp","when i exited, we were on a 325 run rate, 325 million.","I think the company revenue-wise -- I'm pretty close to this -- was about 165 million. I exited, we were on a 325 run rate, 325 million."
T831,Q,So you doubled it?,,So you doubled it? You doubled the number of points you earned. So you tripled the amount you earned?,So you doubled it? :-) :-) :-) :-) :-) :-) :-)
T831,A,"Approximately. Uh-huh, approximately. And I spun off a lot of sales. So I mean if you took the direct offices -- I don't remember the number. But you got direct offices going to do 1.5, 3 or 4 million. So I mean I spun off probably $25 million worth of sales that we -- we got rid of. We lost money on every office. So it wasn't a cash hit, but we dropped the revenues, you know. And so -- but I was in a position we were burning cash. I had to stop the cash burning, right. So what I really did from the initial start was -- my whole game plan day one was to get the company to break even, you know, we were burning cash. So I started spinning stuff off. And also, by the way, I didn't think it would fit and I also didn't think that the model would work. But, by the way, I can't tell you that I had the expertise in the space that I do now. Some of that was really educated guesses, because I knew we had to do something, right? I knew the direct offices were a problem, because we had constant complaints from our customer base and customers leaving because we were competing with him. That makes sense, right? And so, you know, I put the company through a series of moves, and I would tell you the right-sized of the organization, you know, closed the detached office, closed Salt Lake City, spun off distribution offices, got rid of the complete service division,got out of the paint booth division, tried to re-introduce the company and -- to the customer base. And so I was heavily engaged with -- too engaged with customers, vendors and employees. But, you know, you're also -- you know, I was all in, right. So if the company fails, I mean I didn't have that kind of capital at that point, right. You know, I had borrowed money -- risk and reward at a young age. I still haven't paid for it. I risk mitigate at this point. But, you know, as I got more into it, I can tell you at this point in my life I wouldn't have done it. Because I know a lot more about balance sheets, income statements -- and I didn't know that back then. I didn't have that skill set. I had a tremendous amount of energy. I was a pretty smart guy. And I had learned the space pretty good. And you also had a Board of Directors that probably couldn't have went out and recruited a real world CEO at that time. I can't tell you at that time that I should have got the company, because I honestly do not think I should have. I don't think I was prepared to be a NASDAQ CEO at 35 with a company with challenges. I mean I had never done an earnings call. So I'd say I got indoctrinated pretty quick. And it was a lot of -- a lot of trial by fire, made a lot of mistakes. And we just kept working through it. And, you know, the great recession came along the same time and, you know, we just continued to work through it. But it was a tough bunch of years. I mean, you know, that's the reason I sold the company. I mean I was really done.","uncertainty_hedge, cond_real, cond_unreal, disfluency_repeat, disfluency_correction, temp","""i was in a position we were burning cash,"" he says . he spun off about $25 million worth of sales and lost money on every office . ""i know a lot more about balance sheets, income statements, and I didn't know that back then""","I had the expertise in the space that I do now. So what I really did from the initial start was -- my whole game plan day one was to get the company to break even, you know, we were burning cash. So what I really did from the..."
T918,Q,Did you have any conversations with Mel during his business in Albany as part of the EBA events about potential employment; how did you bring that concept up?,,did you have any conversations with Mel during his business in Albany as part of the EBA events about potential employment?,"Mel's business in Albany, New York, has been a source of employment for a number of years."
T918,A,"I recall I -- that Ed Parker had given me a background on a Green Schools Program that Sterling Planet was thinking of developing, and I loved it. And I called Mel and I said, ""I love this. I love this company, how do I get involved? Is there an opportunity for me to get involved."" I called him directly on his cell phone -- I called him on his cell phone from my cell phone. And he said, ""You would be a great asset, we should talk about it."" And I said -- but at that time, it was probably early on and it wasn't an immediate opportunity. It was, do you want to get involved if we can figure out a way for you getting involved. I said. No, I'm interested in employment."" Then he said, We need to wait to have a discussion on employment.""","disfluency_repeat, disfluency_correction, temp","""i love this. I love this company, how do I get involved?"" ""we should talk about it,"" says a former employee . ""we need to wait to have a discussion on employment,"" he says .","I recall I -- that Ed Parker had given me a background on a Green Schools Program that Sterling Planet was thinking of developing, and I loved it. And I called Mel and I said, ""I love this. I love this company, how do I get involved?"" And I called him directly on his cell phone from my cell phone. And he said, ""You would be a great asset, we should talk about it."" And I said, ""No, I'm interested in employment."" Then he said, ""We need to wait to have a discussion on employment."""
T918,Q,Do you remember approximately what date that was when you had the first conversation?,uncertainty_hedge,do you remember approximately what date that was when you had the first conversation . the first time you had a conversation was on a certain date in your life .,I don't remember when I had the first conversation. I don't remember when I had the first conversation.
T918,A,"I don't recall the exact date, but it would have been in 2005, maybe as early as the summer 2005.","uncertainty_hedge, cond_real, temp","it would have been in 2005, maybe as early as the summer 2005 . i don't recall the exact date, but it's probably in 2005 or so .","I don't recall the exact date, but it would have been in 2005, maybe as early as the summer 2005."
T918,Q,It was several months before you actually started going with the employment process with Sterline Planet?,temp,it was several months before you actually started going with the employment process with Sterline Planet?,"I'm not sure if it's a good thing or not, but I'm not sure it's a bad thing."
T918,A,Correct. Yes.,,"Correct. Yes. I'm not sure if it's a coincidence, but I think it is a fact.",Is there a difference between a felony conviction and a misdemeanor conviction?
T918,Q,"After you had that call with Mel, what happened next as far as your interactions with Sterling Planet about employment?",temp,Sterling Planet: what happened after you had that call with Mel? what happened next as far as your interactions with Sterling Planet about employment?,I had a call with Mel and he told me that he wanted to talk to me about a job offer.
